fullVisitorId,max_min_minus
40862739425590,0.28890170362951234
64767209884626,2.1825991555605544
109798218040435,0.6437135162983363
166529102473253,1.0573827998796976
170187170673177,0.7471949520857382
238502838912725,0.6730781368625434
249719117211605,2.125665131409865
358027242270102,0.03949477350993777
382385138579067,0.35186252763399106
562678147042735,0.07706610025802792
643479242968736,1.9607616290274623
656229430596219,0.4352118873140545
679030251760221,0.4061037263180939
784866236467706,0.009745463593361267
840061748220645,0.010771301866346665
937838020298941,0.34801563411029585
938900107290675,2.6747450670252984
1002027125777157,1.2008719283135298
1019828864645372,0.3072385627591263
1059349366430257,1.4357888928271856
1174130958143465,1.8156055134000288
1368599402180451,2.1460536670854498
1446807812014206,2.4484194980478957
1563469934876372,0.04398281595424888
1569695207723209,0.39815347970245707
1741799794091207,0.3169840263524875
1943571120703182,0.06052445810613841
2039805699643561,0.7686948125570573
2046342471216074,0.0023081361142171424
2195694917963599,1.7664935060808529
2241877647391783,1.2431877570741774
2509802042327442,0.6355068101144532
2648358066514486,0.9814707676787783
2793999826216383,3.106975611858489
2866652468219552,0.35468358288470087
2953262328405994,0.5739565137353294
3008216954866199,2.513431998598345
3083714825653185,2.188754185198467
3214058605627148,0.0037186637395720625
3252704902549298,0.25748540651933455
3320286504196896,0.032313905599039995
3368269620911707,0.5381804039649637
3538393850303383,0.03987946286230729
4096918984716703,0.32365197512689264
4318003075560197,0.05321536041111745
4323079559348536,0.8661280768599826
4497876110531212,0.0012822978412317459
4506813254129776,1.4588702539693572
4630813247957288,0.7173174123850385
4635288293561792,1.7458485108370219
4800399471791735,0.0058985700696660304
4897352346832274,0.00615502963791238
5012088711421541,0.4876578690204329
5021451563691556,1.2790920966286665
5085643067443862,0.675001583624391
5134451956558008,0.44726548702163293
5191963400664499,0.01487465495828825
5211104585646312,0.23773801976436568
5214772701733683,0.7339872843210513
5302731944285936,0.2536385129956393
5308587084747813,1.0344296685216492
5339642194263188,2.066209254838086
5397107107330815,0.6302493889654031
5398476761826798,0.3232672857745231
5409654094846871,0.37378982071905387
5571592251979359,0.21196383315560757
5611843108814376,2.424055839064492
5703676124397865,1.9283194936442993
5884918507288420,0.6415336099682424
5907142944911821,0.7461691138127529
5936847137812587,0.32826824735532695
6148050225777094,0.7216772250452265
6263907339768115,0.003205744603079364
6264366632574373,0.017567480424874916
6366382357860597,3.0467396707666277
6617453986799647,0.014105276253549202
6637469643502838,0.6666666476563846
6743023375429011,2.823619846392304
6839632595897979,0.7760466535134525
6880079283301060,0.11258575046014727
7027635638661130,2.7311661720394955
7184911138250312,0.19048534431497582
7217636457888039,2.9427453158427332
7348435313768889,1.9643520629829112
7460807299250130,0.006026799853789205
7464714939874350,0.03577610977036571
7583340104610904,0.3112136860669447
7943880251511904,0.4498300827040964
7976385827943683,2.717060895785946
8152118230524735,1.3585945627850347
8222158763970819,0.00474450201255746
8275880593050809,0.005000961580803809
8480981139980044,1.330255780493813
8635110543627771,0.8908123103036937
8731780899941045,0.03628902890685841
8769882393366068,0.020516765459707934
8836867366222733,0.9580047171842373
8851936474251319,1.2871705730284264
8923480398950512,0.42405589609533834
8999200664314384,0.9382573304292684
9146496378601395,0.4652176567988774
9204160140022931,1.0384047918294677
9215640235061330,0.0051291913649269836
9553718053560243,0.40482142847686214
9577943039128807,0.9851894314183504
9629707041455402,1.0639225188699795
9725610786979349,0.5688273223704025
9805702406011320,0.4498300827040964
9831311071531582,0.4185420153780418
9832124840596654,0.9623645298444251
9834415949245516,1.0539205957083717
9891814076314088,1.4161697358563399
10133708476407600,0.3016605671497682
10261634659496804,1.6491632536081482
10358302496711513,0.0055138807172965066
10359483160797166,1.7258446645138066
10569507791168321,0.00615502963791238
10778654783892650,1.3850098983144086
10783018173900457,2.189780023471452
10796495737036976,0.08411873838480252
10816904956531064,2.209270950658175
11201819933235132,1.4951592828762155
11241678559146702,0.0006411489206158729
11296111936649223,0.00012822978412317456
11459803484604889,0.5139449747656837
11495949180300703,0.24735525357360377
11514877064995351,0.2696672360110361
11581325863234937,0.0010258382729853965
11642439440047159,2.5560042869272386
11668071115404188,0.052445981706378396
11815190126348898,0.2828749037757231
11836817570083156,0.8881194848371071
12144975038732180,0.9335128284167109
12150334231530154,0.8450342773717204
12272414340843414,1.5979995697430014
12301346964422907,0.7692504749549243
12338001716343704,0.5949861983315301
12347021653064952,3.353465314389261
12561433643490595,0.5417708379204126
12569301201854368,0.1549015792207949
13197137512198150,1.0323779919756786
13321264981016481,1.76880164219507
13452013725533494,0.5526703695708824
13786712164425694,0.6987240936871782
13937734216012052,0.672052298589558
14108533830165900,2.023722453031941
14284157023133500,0.8384945583814385
14349216394806986,0.32467781339987806
14466257788938586,0.27402704867122407
14500031913190092,3.337372476481803
14515591444080921,0.33827017051693453
14580988272531334,0.8738859787994347
14603466602539503,0.2912098397437295
14707123908731915,3.4916970216740437
14884852016449602,1.06353782951761
14947483153267494,0.49522342628370025
15434018318253465,1.9506314760817316
15449831110368036,0.000897608488862222
15863021321190970,0.5789574753161332
15992979689670623,1.3230749125829153
16238610198375952,1.3635955243658384
16285179262202742,0.4715009162209129
16553454198241674,1.3584663330009115
17015908418027918,1.5565813494712162
17110172988933493,0.5554914248215923
17126060486107891,0.25722894695108817
17208187008907442,0.5330512126000367
17343418475853765,0.004359812660187936
17607276074728334,1.8194524069237241
17618002442607523,0.008334935968006347
17643329176935562,0.47162914600503614
17845460333205325,0.44547027004390843
17895518459595725,0.483298056360245
17916702036697615,0.7114188423153726
18137934754168322,0.8590113238411465
18179175979727773,1.7807270121185252
18374382198345820,1.8366351979962294
18386080117189534,0.525229195768523
18396315163816467,4.937744297231083
18650327487584151,1.97358460743978
18683012905174858,0.023337820710417772
18817838893255680,0.5625440629483669
18890485090981787,0.5798550838049955
18909865583360143,0.7468102627333687
19061906017999226,0.09489004025114918
19177426571272712,1.095979964900773
19257148991835613,0.008334935968006347
19382307509098863,0.9858946952310279
19612470994343873,1.029813396293215
19644359518648928,0.9581329469683604
19666181393847917,0.4149515814225929
19763980515270974,5.4592548292600345
19814677684676098,0.4572674101832405
19992607523773205,0.038212475668706024
19999860476992255,0.0056421105014196815
